Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
9320.92,10397.8,-2160,31,154,587,0
13306.4,81740.4,-4860,39,272,3539,0
5241.47,4189.72,-1150,10,79,317,0
10167.5,65616,-5438,14,217,2976,1
6818.72,13940.7,-2517.84,87,120,809,0
6145.48,9138,-2117,7,105,581,1
12155.3,70223,-5721.84,36,262,3211,1
10458.5,58005.2,-4465.98,128,217,2904,0
3933.1,2169.08,-1136.79,20,54,165,0
6582.9,8444,-2808,50,111,516,1
24532.5,481444,-12200,54,483,15505,0
13571.7,68498,-4652,27,264,2680,1
18985.4,160065,-9740,85,388,6290,0
8100.68,8977.34,-925,23,102,516,1
10592.1,10487.5,-2060,36,154,587,0
6511.93,10239.5,-3090,16,109,689,0
7612.55,9270.4,-3051.22,16,138,554,0
8988.33,20634.5,-2677.83,73,152,1165,1
10123.5,21296,-4017,76,139,889,1
9608.71,26219.8,-3363.29,38,174,1415,0
13590.1,145439,-6429.51,162,308,6057,0
8711.17,30051.2,-2045.52,31,132,1513,0
24272.9,242786,-10100,108,537,8350,0
5965.85,7808.31,-1832.09,72,104,457,0
8708.69,28065,-4055,11,166,1523,1
13651.7,62921,-5474,46,258,2679,1
36162.7,1002210,-20972,235,920,22322,1
12919.2,69153,-7129,37,251,3131,1
3759.31,2185.84,-1102.23,20,54,165,0
10954.1,85561.1,-3270,21,220,3450,0
8537.14,12327.1,-2528.7,83,128,693,0
5366.04,4202.43,-1526.58,121,88,318,0
5587.06,4154.12,-1526.91,126,88,318,0
12455.2,115042,-3150,39,235,4905,0
8249.55,9246,-2599,16,120,483,1
6956.38,8910.23,-795,22,102,516,1
13542,79623.4,-6180,54,272,3539,0
14720.9,97567,-7000,206,316,3977,1
9270.85,38073,-3821.8,38,180,2054,1
15671.5,192036,-9131,104,327,7097,1
11515.9,68964.5,-5196.71,147,247,3373,1
20435.9,260889,-12173,66,457,8864,1
9275.13,16920.7,-3645.26,57,172,973,0
14383.9,51081.9,-2460,40,234,2464,0
9091.05,20221.2,-3346.17,77,163,1162,0
5692.62,7037.32,-1793.86,50,93,545,0
13684.6,52970.9,-5976.25,53,288,2334,1
10695.6,68264.8,-5462.19,149,247,3373,1
10556.3,49268.8,-5010,26,216,2677,0
6530.45,4958.44,-1926.61,54,108,318,0
23251.8,368308,-11716,129,585,11137,1
31189.4,1063600,-9678,468,725,26724,1
18363.6,213573,-10076,247,388,7708,1
20237.8,343938,-9220,111,462,11563,1
4585.12,4104.16,-1370,15,79,317,0
22402.9,410006,-5960,53,473,14125,0
12295.9,30222,-6922,131,251,1475,1
13661.9,110790,-7599,47,302,4526,1
18013.1,162383,-11310,283,387,5744,1
8428.26,16468.4,-2811.69,83,142,844,0
11198.9,69093.3,-5244.66,147,247,3373,1
15447.6,96948.4,-3980,63,254,3885,0
24629.5,685978,-19624,82,644,21043,1
13911.1,50102.7,-2000,63,223,2059,0
8643.83,21264.9,-2826.72,80,145,1156,1
10420.3,37040.3,-4127.33,106,205,1751,0
6766.47,5356.74,-1900,9,79,292,0
5814.46,7092.35,-1632.65,50,93,545,0
18329.4,106860,-6870,51,359,3891,1
14502.4,51109.8,-4000,44,234,2464,0
10831.4,51779.8,-4475.91,104,209,2534,0
10266.1,18028.5,-3749.84,80,172,973,0
14410.5,144619,-6172.3,149,308,6057,0
17640.1,278992,-11426,70,454,11127,1
5419.73,4233.34,-1080,14,88,292,1
7359.95,14194.9,-2244.65,74,120,809,0
9517.86,30940,-3518,138,195,1633,1
8746.61,17108.3,-2808.63,91,142,844,0
4157.96,1935.82,-1075.82,5,63,166,0
9559.37,17129.7,-3989.29,33,183,931,1
3443.75,1308.09,-717.24,33,40,100,0
8982.07,25557.1,-3353.76,21,174,1415,0
10093.9,17251.8,-3670.48,74,172,973,0
8500.74,11004.7,-3069.16,57,156,654,0
5046.23,3038.34,-1152.23,38,71,249,0
12206,71793.9,-5626.26,44,262,3211,1
11063.2,51100.1,-4408.97,100,209,2534,1
6381.04,7581.84,-1546.63,47,93,545,0
16883.6,143944,-7419.79,186,362,5847,1
11872.1,86670.6,-3940,22,220,3450,0
8117.63,9802.18,-3000.54,96,130,490,0
12583.2,73818.7,-4090,22,249,3630,0
13101.2,37654.8,-1470,45,234,1581,0
17448.5,161929,-7367.33,67,352,6744,0
9496.04,38219.7,-3757.45,40,180,2054,1
13665,80614.9,-5700,49,272,3539,0
8266.16,10231.9,-2863.63,95,130,490,0
20688.1,162818,-10958,111,420,5230,1
8801.64,12388.8,-2646.86,96,136,619,0
21335.1,288174,-9994.03,92,468,9276,1
19302,267837,-11473,54,410,10529,1
5624.65,3355.85,-1080.62,39,71,249,0
12000.8,73949.5,-4590,22,249,3630,0
9303.12,37696.1,-3808.98,38,180,2054,1
5439.06,4346.69,-2290,17,79,292,0
16289,117560,-3790,60,271,4426,0
3867.66,2203.3,-1034.09,21,54,165,0
11320,68854.1,-5093.97,147,247,3373,1
12787.9,49620.8,-5000,30,215,2188,0
4988.33,1941.82,-1474.2,14,76,147,1
10565.6,10500.6,-1710,36,154,587,0
15812.8,209606,-10543,55,355,7953,1
7397.18,14879.8,-2771.1,78,134,970,0
5640.53,11106.8,-1853.29,24,102,764,0
11475.6,50805.6,-4360,21,216,2677,0
9394.5,39139.9,-3550,15,196,1885,0
9365.09,29958.4,-3176.13,107,171,1747,1
11939.8,60418.9,-6630,30,247,2754,0
12494.6,57057,-9260,52,261,2536,1
3365.6,1396.43,-674.856,33,40,100,0
13235.2,103448,-1910,26,220,3450,0
6703.13,8471.38,-1310,19,102,516,1
14787.7,100864,-5663.62,153,281,4061,0
7588.11,15908.3,-2813.62,76,134,970,0
15934,110185,-7670,49,322,4619,0
14450.1,141377,-6088.35,173,308,6057,0
8521.28,31455.9,-5042.55,123,199,1696,1
8560.23,30913,-3620,68,169,1631,1
16322.5,144218,-7418.01,193,362,5847,0
25330.6,500726,-13881,134,636,15869,1
8683.91,24871.4,-3084.94,36,157,1519,0
18117,143758,-5880,65,449,5537,1
13486.9,51963.6,-5871.1,72,288,2334,1
4661.08,3940.07,-1370,17,88,292,0
2515.57,52.4793,-275,6,33,5,1
7975.06,11998.9,-2567.42,82,128,693,0
6094.49,8143,-2117,12,87,485,1
10097.3,36767.5,-4673.59,111,205,1751,1
10463.1,34473,-4213.41,136,208,1691,0
11823.5,70743.7,-4933.32,132,247,3373,0
3855.52,2246.71,-1108.13,20,54,165,0
22688.8,415033,-7370,60,473,14125,0
12056.4,47934.3,-4850,17,215,2188,0
11071.5,58411.8,-5547.56,34,253,2825,1
2483.81,72.1009,-399,11,33,5,0
12894.8,60525,-4780,25,247,2754,0
4664.4,1411.09,-837.315,27,51,102,1
9306.12,27226.4,-2540,26,156,1364,0
11109.6,35082,-8347,156,277,1586,1
5885.15,5096.1,-1820,8,79,292,0
10475.6,37714.6,-4185.75,127,205,1751,0
9604.12,24208.5,-1240,13,166,1111,0
5143.99,4398.6,-1660,13,79,292,0
10953.1,38246.3,-4295.02,116,205,1751,0
13304,98176.2,-5748.09,154,281,4061,0
12215,113157,-3110,42,235,4905,0
18041.8,189619,-7539,54,387,6862,1
21101.2,166408,-9420,93,449,5537,0
6060.69,4126.25,-1530.04,126,88,318,0
5020.4,3881.18,-1470,15,79,292,0
7208.97,5395.69,-1840,16,79,292,0
7341.5,14418.2,-2377.3,81,120,809,0
16280.1,155563,-5923.57,78,352,6744,0
7619.84,14512.7,-2308.64,86,120,809,0
5227.79,3204.62,-1084.87,39,71,249,0
13796.5,142183,-6301.22,191,308,6057,0
10093.4,41491,-4313,19,181,2054,1
7452.73,14022,-2372.69,78,120,809,0
8108.12,16838,-3341,36,159,974,1
7938.2,12336,-3051.56,92,136,619,0
5221.26,3034.16,-1245.65,49,67,224,0
12963.9,94943,-5778,126,284,3803,1
25677.8,378161,-17270,98,537,11893,1
8705.13,25321.9,-3165.76,34,157,1519,0
9758.43,20341.6,-2486.65,69,163,1162,0
17234.7,161729,-7546.75,71,352,6744,0
9330.41,22280,-3289,16,178,1356,1
18802.9,215501,-10383,345,430,7959,1
9737.19,9761,-2979,21,147,585,1
5403.13,1796.8,-1427.08,11,76,147,1
14416.4,130714,-7885,66,328,5736,1
15509.2,176044,-11186,113,338,5638,1
5237.53,4292.31,-957,10,79,317,0
13716.5,53123.3,-4760,37,215,2188,0
18881.1,330919,-8165,49,396,11114,1
8673.06,14815,-2746,25,149,851,1
15518.6,72589,-7119,118,331,3060,1
13403.6,60862.4,1630,42,247,2754,0
5811.22,4132.52,-1498.95,121,88,318,0
4938.15,3129.29,-1156.08,38,71,249,0
12401.7,101856,-4870,57,322,4619,0
3857.09,2158.04,-1091.45,20,54,165,0
8882.31,28723.5,-3491.35,38,179,1626,1
9472.53,30596.7,-3273.21,125,171,1747,1
8665.47,11544,-3663,59,127,653,1
20805.2,410955,-9790,62,473,14125,0
7103.61,9871,-1347,19,118,583,1
13057.7,72536.3,-5486.43,34,262,3211,1
22873.1,245417,-11300,89,537,8350,0
9759.87,52089.2,-3140,32,188,2599,0
14590.1,96281.5,-5732.6,48,294,4249,0
14570.9,141738,-5160,38,315,5844,0
7709.41,18841,-3490,14,138,1110,1
4081.69,876,-717,19,50,52,1
3795.82,2193.97,-1149.16,20,54,165,0
6834.99,12303.6,-1814.69,13,105,765,0
3755.76,2147.56,-552.931,13,43,161,1
11382.8,32234.5,841,40,234,1581,0
8704.75,20648.2,-1514.89,0,163,1162,0
7936.34,7034,-1892,23,130,401,1
13439.1,98370,-6451,76,274,4245,1
19781.6,179859,-4550,80,403,6746,0
7498.38,26211.7,-2979.97,95,156,1521,0
13628.2,57465,-3260,65,224,2192,1
7117.68,15298,-3834,51,121,931,1
16361.5,160109,-7623.56,73,352,6744,0
11324.6,50307.3,-5570,27,216,2677,0
9201.33,37761.4,-3824.71,41,180,2054,1
5385.59,4274.58,-1020,13,88,292,1
7347.39,13978,-3121,24,126,765,1
16651.5,218056,-11329,62,431,8473,1
13661.1,101370,-7821,62,273,4243,1
5286.35,3472.95,-817.654,48,51,132,0
12844.9,96530,-9252,24,313,4155,1
10945.4,61284,-6007,41,282,2834,1
5768.35,11034.4,-1978.45,23,102,764,0
18172.5,138783,-7830,119,449,5537,0
10795,57558.9,-4541.52,139,217,2904,0
16137.3,204358,-10394,158,354,7823,1
14834.5,57384,-6187,20,180,1167,1
6626.21,4743,-3357,19,105,295,1
8629.68,29452,-4554,99,183,1633,1
11690.3,95094,-4200,55,245,4709,1
9122.87,16898.2,-4019.44,80,172,973,0
10210.1,38073.9,-4392.24,116,205,1751,0
9046.43,17207.5,-4235.79,34,183,931,0
10906,39535.8,-3861.01,18,193,2118,0
7296.03,11115,-1501,28,104,454,1
21408.6,338639,-7152,80,446,8873,1
11766.2,30892.7,-587,32,166,1111,0
14869.9,141274,-4170,52,315,5844,0
10164.2,22259.2,-2690,37,182,1212,1
2443.42,51.0153,-397,92,33,5,0
16699.6,162635,-7578.65,77,352,6744,0
15345.2,125831,-9607,36,336,5220,1
10944.8,86753.4,-3650,27,220,3450,0
9791.24,26974.2,-2120,16,166,1414,0
15466.8,94287,-4760,71,254,3885,1
21315,342133,-4790,99,462,11563,0
3848.8,2195.69,-1104.72,20,54,165,0
10261.5,57478.2,-4658.02,137,217,2904,0
12758.8,73387.5,-5070,19,249,3630,0
7809.48,9415.71,-3026.43,96,130,490,0
10318.5,10637.9,-2270,40,154,587,0
13118.1,90940.7,-4040,45,254,3885,0
8787.49,29620,-4037,19,173,1575,1
5806.61,4153.75,-1543.57,121,88,318,0
13568.1,81217.4,-6470,34,272,3539,0
23961.3,354096,-15114,116,561,11745,1
13758.5,52944.1,-4270,39,215,2188,0
4674.13,3944.51,-1210,13,79,317,0
4256.33,1936.56,-1056.74,4,63,166,0
3795.57,2141.09,-562.578,6,43,161,1
7108.59,4082.49,-2278.48,71,101,249,0
3721.29,2042.48,-585.9,9,43,161,1
11026.7,27192.8,-4230.15,43,214,1469,0
2448.47,52.3023,-417,6,33,5,1
9682.81,39959.8,-3020,20,196,1885,0
5415.79,4326.68,-1245.13,22,72,340,0
17043.6,136879,-6925,47,344,5211,1
20692.9,154471,-9610,93,449,5537,0
9172.26,27400.6,-2950,26,166,1414,0
7200.45,13313.1,-1742.31,36,105,765,0
5143.37,4426.41,-1420,23,85,343,1
5963.25,7619.87,-1770.49,68,104,457,0
6657.42,10487.3,-3080,16,109,689,0
13877.9,92695.3,-4900,70,254,3885,1
4833.98,3209.66,-1206.85,32,71,249,0
7483.24,9210.41,-3105.06,16,138,554,0
19801.3,282968,-9881,112,572,10117,1
5530.26,4348.81,-963,16,88,292,0
9711.93,26696.4,-2000,39,166,1414,1
15346.5,55995.7,-4700,37,215,2188,0
9435.8,38044.7,-3802.43,38,180,2054,1
7375.03,11276,-2368.99,67,114,689,1
14718.2,134636,-8450,44,311,4925,1
5524.25,4921.01,-1100,30,85,343,1
8191.64,9961.2,-2925.56,98,130,490,0
7859.13,11625.9,-2600.7,86,128,693,0
10938.3,52130.8,-4419.01,105,209,2534,1
14287.2,96400,-5843,62,284,3221,1
3779.18,2163.92,-1136.72,20,54,165,0
9469.36,40414,-3854,37,196,1997,1
18423.4,159779,-9440,90,388,6290,0
12805.4,74656.3,-4260,31,249,3630,0
8885.11,16214,-2412,20,107,656,1
10079,33874,-3549.39,92,176,1922,1
5611.58,4330.33,-1310,13,88,292,1
8182.23,9520.19,-3018.13,98,130,490,0
10040.9,25874,-3617,46,202,1261,1
6471.52,7174.76,-2360,163,109,486,0
11717.6,18548.8,-3090,39,145,519,1
11091.7,113583,-4690,42,235,4905,0
12894.8,50972.1,-5290,34,234,2464,0
19068.1,199373,-7930,40,390,7459,0
17060.9,190062,-6680,53,390,7459,0
7062.15,17573,-3700,23,152,1107,1
9975.6,27550,-4447,65,162,1209,1
17280.1,160690,-10900,77,388,6290,0
23267.8,238278,-9820,91,537,8350,0
12493.9,46376,-7824,209,257,2002,1
14088.9,103561,-7853,45,288,4344,1
18605.9,150126,-9530,76,449,5537,0
10177.8,35303.2,-4393.87,113,208,1691,1
5394.82,4779.35,-2200,12,79,292,0
14235.2,98345.9,-6528.58,35,281,3974,1
7274.98,12623.8,-2891.34,15,132,806,0
9511.74,26507.9,-3427.66,24,174,1415,0
14539.2,144300,-6000.96,165,308,6057,0
8175.12,22959,-1909,14,157,1358,1
7909.68,9760.91,-2995.31,96,130,490,0
9114.04,28766.7,-3318.13,38,179,1626,0
7048.35,8524,-2436,52,110,483,1
10661.4,57783.5,-4514.9,145,217,2904,0
14025.1,92585.3,-5580,50,254,3885,0
4104.1,2189.67,-1061.61,20,54,165,0
11152.3,50621.2,-4330,22,216,2677,0
14918.4,158995,-10866,140,327,6621,1
14680.5,51193.1,-3570,38,234,2464,0
13772.9,83728,-8700,215,281,3634,1
6921.71,9199.78,-3260.9,18,138,554,0
5871,4768.72,-1060,20,85,343,1
11068.4,87426.5,-2890,14,220,3450,0
12050.9,76547.6,-5750.14,50,262,3211,1
19208.4,150697,-9030,74,449,5537,0
4763.5,4001.96,-1630,10,79,317,0
24207,256198,-12500,80,540,8870,0
13955.4,52162.9,-5955.37,55,288,2334,1
6513.48,10299.4,-3180,14,109,689,0
15443,114875,-4720,49,271,4426,0
7305.51,9220.98,-1680,25,102,516,0
8668.85,25146.1,-3181.49,28,157,1519,0
9017.23,27496.9,-2940,25,166,1414,0
8491.86,13395.2,-2426.34,36,132,806,1
25523,474271,-11200,61,483,15505,0
9618.57,32579,-4902,46,170,1689,1
25242.2,266808,-10400,100,537,8350,0
9265.41,37582.3,-3704.26,37,180,2054,1
9969.34,28684.3,-1880,30,194,1521,0
9284.72,12202.1,-2602.82,87,136,619,0
5689.28,4043.64,-2240,14,86,205,0
5760.12,11109.3,-1866.49,41,105,765,1
7617.93,4784.35,-2717.41,33,131,271,1
5131.65,2818.84,-1202.24,30,77,205,0
18235.1,160603,-7080,91,388,6290,0
10435.6,28705.8,-3804.91,73,214,1469,1
20712.2,486819,-12255,63,534,17510,1
9147.95,34962,-3003,86,175,1573,1
11357.4,51813,-3882,44,195,1997,1
12456.8,78539.8,-3570,50,272,3539,0
11240,69037.4,-5259.84,148,247,3373,1
11290.4,68947.8,-5148.36,147,247,3373,1
2665.79,53.348,-393,8,33,5,1
23909.5,583113,-14197,480,586,19428,1
13736.4,81101.6,-6630,50,272,3539,0
18042.4,122935,-7823,74,383,4349,1
16380.5,167941,-8189,61,352,6518,1
10725.9,37881.7,-4077.25,112,205,1751,0
8576.09,24725,-3295.21,35,157,1519,0
3998.94,2228.21,-1063.44,21,54,165,0
11967.3,19113,-1240,33,168,772,0
7965.01,9993.89,-3141.04,19,138,554,0
3708.78,2172.16,-567.81,4,43,161,1
7645.16,6796.8,-2060,12,119,395,1
6847.7,7074,-1933,18,110,455,1
4894.07,2963.8,-1262.32,46,67,224,0
6285.1,12580,-2693,15,118,842,1
10061.1,43593,-3160,64,223,2059,0
5814.6,11133.1,-1958.78,25,102,764,1
8563.44,11232.1,-3194.73,29,156,654,0
6701.83,6901.54,-2172.71,39,110,397,1
15180.4,122375,-8474,35,319,5119,1
6999.66,9002,-1305,39,106,522,1
8893.52,20521,-3473.23,93,163,1162,0
12666.1,78618.5,-6000,49,272,3539,0
6458.09,13316.7,-1575.52,14,96,804,0
12953.8,79776,-5930,60,272,3539,0
9600.17,16150,-3493,63,168,855,1
12540.6,74894,-4610,26,249,3630,0
16651.4,164039,-7383.22,67,352,6744,0
9429.64,17043.4,-3986.84,35,183,931,1
11615,73675.6,-4710,25,249,3630,0
19462.3,250084,-13300,69,540,8870,0
6571.66,4032,-2315,49,111,271,1
3319.43,1360.59,-241.483,0,40,100,0
9976.89,32051.9,-4466.59,132,204,1692,0
23265.1,517435,-11483.5,113,540,18067,0
14622.4,57916.8,-4770,34,215,2188,0
9176.04,27046.5,-2924.98,101,158,1403,0
6843.7,16251,-3496,177,121,928,1
4548.25,2785.72,-1409.37,54,67,224,1
12583.5,114374,-3320,42,235,4905,0
15956.3,164469,-8362,15,308,5115,1
5700.95,3310.13,-1005.05,23,71,249,0
11083.7,52300,-3622,16,176,1936,1
21309.3,308967,-11106,99,487,10388,1
10034.5,35151.5,-4419.78,124,208,1691,0
6747.84,10371.4,-3350,15,109,689,0
23945.1,474965,-12400,48,483,15505,0
10502.6,85728.9,-2670,19,220,3450,0
9326.38,11596.9,-3193.7,44,156,654,0
19712.1,227843,-9590,107,537,8350,0
4844.54,3780.02,-1530,13,79,317,0
10020.7,35235.1,-4411.58,128,208,1691,0
14938.1,148379,-8753,58,330,5848,1
8663.59,4668,-2638.62,35,131,271,0
5200.77,4513.55,-727,16,88,292,0
7725.5,7129,-2802,85,129,401,1
17750.4,113290,-9224,114,329,3978,1
10388.9,35374.8,-4395.87,131,208,1691,0
20230.5,152387,-2800,90,449,5537,0
9610.97,25705.4,-3447.01,27,174,1415,0
7959.39,24911,-3279,28,146,1308,1
6814.81,5451.88,-2183.84,57,107,346,0
12066.3,52741.8,-3950,35,224,2192,0
7907.16,10368,-2517,25,144,619,1
24977.2,471178,-11100,57,483,15505,0
14302.3,142370,-6118.72,186,308,6057,0
8450.04,9772.73,-2771.19,20,138,554,0
5092.21,4427.37,-717,15,88,292,0
5813.51,3441,-1621,7,95,269,1
13112.5,52075.4,-5020,22,215,2188,0
9575.7,27887,-2299,35,186,1416,1
4139.42,2277.96,-1001.03,20,54,165,0
11770.6,50179.7,-3750,37,224,2192,0
21041.9,184844,-8980,90,449,5537,0
4576.06,1570.65,-1421.77,11,67,134,1
9364.71,24106.3,-496,12,166,1111,0
4078.51,2257.88,-1133.41,19,54,165,0
9502.33,25699.1,-3325.66,32,174,1415,0
23662.3,387048,-136530,106,467,9412,1
8498.3,15941,-3609,28,142,765,1
8984.41,27822.6,-2828.17,95,156,1521,0
13527.4,122181,-6998,319,343,5220,1
11734,73532.7,-4230,22,249,3630,0
25360.2,477448,-11400,54,483,15505,0
4857.85,4360.66,-1351.77,22,72,340,0
9464.38,10028.9,-1660,47,154,587,0
8228.85,4870.91,-2586.35,33,131,271,1
9428.17,30664.3,-3235.87,123,171,1747,1
8152.79,9435.84,-2980.83,19,138,554,0
13376.5,62488,-6093,200,282,2683,1
16960.4,158532,-10176,79,400,6294,1
11186.9,67756.9,-5310.28,145,247,3373,1
29565.4,539595,-14483,70,570,12042,1
4037.11,2172.9,-910.295,20,54,165,0
7717.2,9346.92,-1350,27,102,516,1
11053.9,86512.4,-3790,28,220,3450,0
12513.9,71245.4,-5756.62,26,262,3211,1
6038.51,7463.7,-1499.3,9,80,395,1
7743.18,16666.5,-2882.24,79,142,844,0
10066.5,37230.3,-3460,41,196,1997,1
20979,315988,-11799,88,446,9827,1
5672.97,7585.97,-1876.44,73,104,457,0
12397.7,60918.6,-2070,54,223,2822,0
21662.7,308310,-8315,88,490,9825,1
10072.6,18386,-3683,22,175,1020,1
17116.1,309463,-9899,67,427,11120,1
4368.27,2644,-777,10,72,205,1
27488,918289,-12882,129,675,24441,1
18407.1,223995,-9082,263,435,8093,1
8618.63,25035.6,-3166.78,32,157,1519,0
10508.5,35637,-3479,28,205,1692,1
8549.8,24634,-4353,24,181,1521,1
13387.1,62956.6,-3960,40,224,2192,0
13127.6,73241.2,-5475.9,40,262,3211,1
5366.53,4328.73,-1260,10,79,317,0
7748.85,9128.2,-2000,27,102,516,0
11602.1,37590,-3729.35,112,205,1751,0
9203.42,14199,-3623,27,193,774,1
10605.5,37693.8,-4190.6,128,205,1751,0
15505.6,93179,-7544,53,323,3632,1
7856.64,16673.7,-2737.84,65,142,844,0
10590.9,22339,-5364,4,134,652,1
18289.2,220828,-13509,81,425,7710,1
5857.14,5353,-1969,22,93,368,1
13781.5,50910.6,-3340,40,234,2464,0
18484.8,160373,-8950,207,388,6290,0
9591.08,27510,-3330,25,194,1521,0
7180.49,5755.49,-2200,16,79,292,0
9796.02,32431.5,-3508.67,81,176,1922,0
9348.5,17126.1,-3993.56,36,183,931,1
12155.8,70301,-5731,31,266,3132,1
13177.8,77149.6,-6907.27,99,320,3466,1
13661.4,46260.1,-2260,51,234,1581,0
12250.7,57494,-7835,136,288,2972,1
5726.7,4333.84,-914,23,88,292,0
5790.14,11643,-2007,11,83,617,1
10896.5,15385,-5280,66,207,812,1
8215.11,9465.19,-2948.45,20,138,554,0
11718,17902.5,-3180,32,145,519,1
6766.67,13895,-2519,23,132,847,1
15981,115726,-4280,60,271,4426,0
8746.07,17877,-4436,60,145,968,1
12407.3,37084,-5767,51,266,1749,1
8209.87,9847.93,-2862.33,27,138,554,0
3217.39,1272.32,-718.834,33,40,100,0
4087.01,2227.55,-1120.23,20,54,165,1
13005.9,157352,-10049,37,289,6062,1
9036.87,24938.1,-4256.53,17,177,1313,1
7995.24,12342.3,-3021.73,93,136,619,0
10654.6,34451.5,-3640,39,234,1581,0
13635.3,97387.4,-5997.13,168,281,4061,0
13389.5,60743.2,-4240,45,247,2754,0
5154.16,3422.31,-793.939,50,51,132,0
8302.25,8002,-4201,55,148,488,1
5511.01,4361.34,-1120,19,88,292,1
5726.46,11450,-1933.85,24,102,764,0
11910,113176,-1580,41,235,4905,0
11220.4,85725.6,-2320,21,220,3450,0
14819.8,92578.6,-5590,43,254,3885,0
7467.28,12109.1,-2872.66,67,130,694,1
7596.6,13151,-4361,11,139,808,1
5277.96,4254.62,-1580,13,88,292,1
9178.21,27151.4,-3088.72,96,158,1403,0
12377.9,49618.3,-3860,37,234,2464,0
7699.23,12852.4,-2762.22,15,132,806,0
10718.5,10391.4,-2330,36,154,587,0
9916.67,35574.1,-4370.3,122,208,1691,0
9750.44,10131.3,-2170,39,154,587,0
5249.91,4410.34,-1040,21,85,343,1
7550.82,12584.7,-2863.35,16,132,806,0
25606,475231,-11300,45,483,15505,0
13924.3,140147,-4000,36,315,5844,0
9262.18,26806.7,-2920.37,90,158,1403,0
5302.74,4821.68,-1241.36,17,72,340,1
5707.76,4148.31,-1546.1,127,88,318,0
3999.36,1441.61,-948.286,40,52,133,0
2989.29,1324.74,-719.74,35,40,100,0
12137.9,57811,-2369,51,219,2671,1
5208.86,3135.02,-1179.71,37,67,224,0
18684.8,197223,-7850,57,390,7459,0
9774.38,26183.4,-3405.62,25,174,1415,0
6213.99,6715,-1333,44,95,484,1
7097.47,18279,-3259,26,144,1158,1
7626.81,12952.6,-2627.79,17,132,806,0
8517.1,4752.03,-2614.01,26,131,271,0
12403.2,56339.9,-4600,49,224,2192,0
10053.6,10538.6,-2130,36,154,587,0
13786.7,142748,-6343.85,188,308,6057,0
9779.29,36457.7,-3800,43,196,1997,1
5859.63,11122.5,-1910.62,31,102,764,0
4022.14,2115.05,-1047.73,22,54,165,0
6993.39,10456.1,-3500,15,109,689,0
15606.3,60291.3,-573,36,215,2188,0
7256.58,16538,-2855,47,117,928,1
9269.49,33880,-3908,72,168,1865,1
7706.58,9787.82,-3214.57,24,138,554,0
5779.63,4801.42,-1460,21,85,343,1
10784.9,15275,-3002,34,188,732,1
8459.94,13961.4,-3002.06,31,148,729,0
10494.4,38959.8,-4102.01,25,193,2118,0
9384.55,30453.7,-3095.07,109,171,1747,1
8716.43,26438.1,-2260,42,156,1364,0
25006.1,267608,-11800,61,540,8870,1
11562.4,58336.8,-2210,52,223,2822,0
7157.44,4098.86,-2284.13,71,101,249,0
3242,1205.65,-707.451,33,40,100,0
9257.69,32123.3,-3609.18,80,176,1922,0
7627.04,3722,-2012,10,90,168,1
9606.91,26544.1,-2440,13,166,1414,0
8224.33,29909,-2312.54,27,132,1513,1
10424.9,62920,-7004,36,207,2748,1
7025.33,5246.41,-2090.02,58,107,346,0
7169.82,13900.4,-2404.55,90,120,809,0
16823.4,202504,-9091,87,432,7464,1
6057.51,7186.56,-1550.14,43,93,545,0
13078.1,59655.6,-5380,25,247,2754,0
10467.8,26560,-2812,3,125,622,1
8129.94,9794.66,-2837.01,26,138,554,0
21889.1,181176,-8240,36,355,5126,1
14845.1,143505,-6854.36,0,362,5847,0
9658.96,30042.3,-3164.91,116,171,1747,0
5196.71,3011.5,-1214.66,44,67,224,0
8450.61,12167.7,-2778.2,93,136,619,0
8323.97,25212.9,-3166.83,35,157,1519,0
10773.5,84271.3,-1280,19,220,3450,0
9660.23,21294.6,-3293.43,86,163,1162,0
2743.05,95.7045,80.7,92,33,5,0
9680.5,38555.4,-3706.31,37,180,2054,1
4383.71,2009.73,-1069.17,5,63,166,0
13718.2,143417,-6182.51,179,308,6057,0
6607.23,12085.7,-1808.59,8,105,765,0
15664.1,99035,-6965,95,288,3061,1
18862.6,165888,-6284.49,80,352,6744,0
16111.4,176001,-11582,44,381,6737,1
10725.7,35630,-4015,52,199,1811,1
22082,412385,-8730,57,473,14125,0
10609.9,57913.3,-4579.95,141,217,2904,0
9272.69,40062.5,-3036.1,102,159,2181,1
15476.9,87432.8,-3100,54,223,2059,0
9230.07,21832.1,-2801.29,74,145,1156,0
22476.6,276920,-9811.32,78,468,9276,1
10836.5,68723.1,-5641.31,147,247,3373,1
17361.4,208506,-9840,214,376,7705,1
24605.2,243380,-6760,92,537,8350,0
14371.9,125012,-8123,36,315,5115,1
8399.03,26683.8,-3550,29,156,1364,0
7022.91,14037.9,-2199.52,94,120,809,0
18394.9,280847,-12312,58,463,10396,1
5713.29,7626.51,-1807,72,104,457,0
14016.5,49518,-5312,22,226,2263,1
6478.4,15429,-3243,174,134,890,1
14337.1,50216,-3650,39,234,2464,0
8719.41,25584.9,-3501.99,32,157,1519,1
13763.9,52377.5,-5873.78,45,288,2334,1
12780.4,79834.2,-6010,70,272,3539,0
14481.3,141087,-4390,62,315,5844,0
10239,37007.9,-3750,35,196,1997,0
5527.6,4356.07,-591,14,88,292,1
